Year,Code      Age  Both sexes        Male      Female
1984,12    FL  74       99486       42902       56584
1984,12    FL  75       94153       40572       53581
1984,12    FL  76       85953       36660       49293
1984,12    FL  77       80011       33626       46385
1984,12    FL  78       72277       30235       42042
1984,12    FL  79       65645       27009       38636
1984,12    FL  80       57555       23329       34226
1984,12    FL  81       50308       20170       30138
1984,12    FL  82       44109       17623       26486
1984,12    FL  83       39706       15717       23989
1984,12    FL  84       34724       13345       21379
1984,12    FL  85      151156       52736       98420
1984,13    GA   0       89274       45620       43654
1984,13    GA   1       87970       44960       43010
1984,13    GA   2       88085       45005       43080
1984,13    GA   3       90067       46078       43989
1984,13    GA   4       90871       46543       44328
1984,13    GA   5       88041       44933       43108
1984,13    GA   6       85709       43820       41889
1984,13    GA   7       86313       44131       42182
1984,13    GA   8       80049       40775       39274
1984,13    GA   9       86895       44519       42376
1984,13    GA  10       88108       45201       42907
1984,13    GA  11       89828       45659       44169
1984,13    GA  12       94189       48010       46179
1984,13    GA  13      100755       51559       49196
1984,13    GA  14       97127       49663       47464
1984,13    GA  15       95112       48609       46503
1984,13    GA  16       92530       47320       45210
1984,13    GA  17       96400       49686       46714
1984,13    GA  18       98934       50927       48007
1984,13    GA  19      109444       55840       53604
1984,13    GA  20      111476       56256       55220
1984,13    GA  21      109622       55049       54573
1984,13    GA  22      109481       54573       54908
1984,13    GA  23      109957       54610       55347
1984,13    GA  24      108614       53777       54837
1984,13    GA  25      107987       53472       54515
1984,13    GA  26      107932       53491       54441
1984,13    GA  27      109736       54180       55556
1984,13    GA  28      101398       49611       51787
1984,13    GA  29      109556       53810       55746
1984,13    GA  30      106416       52217       54199
1984,13    GA  31      102102       50050       52052
1984,13    GA  32       99906       48998       50908
1984,13    GA  33       97368       47475       49893
1984,13    GA  34       98271       47954       50317
1984,13    GA  35       97360       47565       49795
1984,13    GA  36       95383       46599       48784
1984,13    GA  37      101786       49582       52204
1984,13    GA  38       72145       35078       37067
1984,13    GA  39       78305       38348       39957
1984,13    GA  40       77668       37978       39690
1984,13    GA  41       78890       38247       40643
1984,13    GA  42       69894       34017       35877
1984,13    GA  43       66002       32112       33890
1984,13    GA  44       63928       31105       32823
1984,13    GA  45       61199       29681       31518
1984,13    GA  46       59803       29137       30666
1984,13    GA  47       57482       27960       29522
1984,13    GA  48       53991       26320       27671
1984,13    GA  49       57135       27986       29149
1984,13    GA  50       53702       25962       27740
1984,13    GA  51       51831       24977       26854
1984,13    GA  52       52336       24962       27374
1984,13    GA  53       52321       25085       27236
1984,13    GA  54       52581       25059       27522
1984,13    GA  55       51390       24220       27170
1984,13    GA  56       51661       24245       27416
1984,13    GA  57       50633       23684       26949
1984,13    GA  58       48312       22475       25837
1984,13    GA  59       49577       22926       26651
1984,13    GA  60       47893       21958       25935
1984,13    GA  61       46203       21059       25144
1984,13    GA  62       46043       20969       25074
1984,13    GA  63       44972       20387       24585
1984,13    GA  64       44937       20269       24668
1984,13    GA  65       42575       19096       23479
1984,13    GA  66       40719       18104       22615
1984,13    GA  67       39948       17295       22653
1984,13    GA  68       36468       15611       20857
1984,13    GA  69       36630       15195       21435
1984,13    GA  70       35816       14677       21139
1984,13    GA  71       33866       13672       20194
